region,category,parameter,mode,powertrain,year,unit,value
Australia,Historical,EV stock,Cars,PHEV,2020,Vehicles,10000
Australia,Historical,EV sales,Cars,PHEV,2020,Vehicles,1700
Australia,Historical,EV sales,Cars,PHEV,2021,Vehicles,3400
Australia,Historical,EV stock,Cars,PHEV,2021,Vehicles,14000
Australia,Historical,EV stock,Cars,BEV,2021,Vehicles,34000
Australia,Historical,EV sales,Cars,BEV,2021,Vehicles,17000
Australia,Historical,EV stock share,Cars,EV,2021,percent,0.38999998569488525
Australia,Historical,EV sales share,Cars,EV,2021,percent,2.799999952316284
Australia,Historical,EV sales share,Cars,EV,2022,percent,5.099999904632568
Australia,Historical,EV stock share,Cars,EV,2022,percent,0.5899999737739563
Australia,Historical,EV sales,Cars,BEV,2022,Vehicles,33000
Australia,Historical,EV stock,Cars,BEV,2022,Vehicles,67000
Australia,Historical,EV stock,Cars,PHEV,2022,Vehicles,21000
Australia,Historical,EV sales,Cars,PHEV,2022,Vehicles,5900
Austria,Historical,EV stock,Cars,BEV,2010,Vehicles,350
Austria,Historical,EV stock share,Cars,EV,2010,percent,0.007899999618530273
Austria,Historical,EV stock share,Cars,EV,2011,percent,0.02199999988079071
Austria,Historical,EV stock,Cars,BEV,2011,Vehicles,990
Austria,Historical,EV stock,Cars,BEV,2012,Vehicles,1400
Austria,Historical,EV stock,Cars,PHEV,2012,Vehicles,140
Austria,Historical,EV stock share,Cars,EV,2012,percent,0.032999999821186066
Austria,Historical,EV stock share,Cars,EV,2013,percent,0.05299999937415123
Austria,Historical,EV sales share,Cars,EV,2013,percent,0.20000000298023224
Austria,Historical,EV stock,Cars,PHEV,2013,Vehicles,410
Austria,Historical,EV stock,Cars,BEV,2013,Vehicles,2100
Austria,Historical,EV sales,Cars,BEV,2013,Vehicles,650
Austria,Historical,EV sales,Cars,BEV,2014,Vehicles,1700
Austria,Historical,EV stock,Cars,BEV,2014,Vehicles,3400
Austria,Historical,EV stock,Cars,PHEV,2014,Vehicles,780
Austria,Historical,EV sales share,Cars,EV,2014,percent,0.5699999928474426
Austria,Historical,EV stock share,Cars,EV,2014,percent,0.08900000154972076
Austria,Historical,EV stock share,Cars,EV,2015,percent,0.14000000059604645
Austria,Historical,EV sales share,Cars,EV,2015,percent,0.8999999761581421
Austria,Historical,EV stock,Cars,PHEV,2015,Vehicles,1500
Austria,Historical,EV sales,Cars,PHEV,2015,Vehicles,1100
Austria,Historical,EV stock,Cars,BEV,2015,Vehicles,5000
Austria,Historical,EV sales,Cars,BEV,2015,Vehicles,1700
Austria,Historical,EV sales,Cars,BEV,2016,Vehicles,3800
Austria,Historical,EV stock,Cars,BEV,2016,Vehicles,9100
Austria,Historical,EV sales,Cars,PHEV,2016,Vehicles,1200
Austria,Historical,EV stock,Cars,PHEV,2016,Vehicles,2300
Austria,Historical,EV sales share,Cars,EV,2016,percent,1.5
Austria,Historical,EV stock share,Cars,EV,2016,percent,0.23999999463558197
Austria,Historical,EV stock share,Cars,EV,2017,percent,0.3799999952316284
Austria,Historical,EV sales share,Cars,EV,2017,percent,2
Austria,Historical,EV stock,Cars,PHEV,2017,Vehicles,3900
Austria,Historical,EV sales,Cars,PHEV,2017,Vehicles,1700
Austria,Historical,EV stock,Cars,BEV,2017,Vehicles,15000
Austria,Historical,EV sales,Cars,BEV,2017,Vehicles,5400
Austria,Historical,EV sales,Cars,BEV,2018,Vehicles,6800
Austria,Historical,EV stock,Cars,BEV,2018,Vehicles,21000
Austria,Historical,EV sales,Cars,PHEV,2018,Vehicles,2300
Austria,Historical,EV stock,Cars,PHEV,2018,Vehicles,5700
Austria,Historical,EV sales share,Cars,EV,2018,percent,2.5999999046325684
Austria,Historical,EV stock share,Cars,EV,2018,percent,0.5299999713897705
Austria,Historical,EV stock share,Cars,EV,2019,percent,0.75
Austria,Historical,EV sales share,Cars,EV,2019,percent,3.5
Austria,Historical,EV stock,Cars,PHEV,2019,Vehicles,8000
Austria,Historical,EV sales,Cars,PHEV,2019,Vehicles,2200
Austria,Historical,EV stock,Cars,BEV,2019,Vehicles,30000
Austria,Historical,EV sales,Cars,BEV,2019,Vehicles,9300
Austria,Historical,EV sales,Cars,BEV,2020,Vehicles,16000
Austria,Historical,EV stock,Cars,BEV,2020,Vehicles,45000
Austria,Historical,EV sales,Cars,PHEV,2020,Vehicles,7600
Austria,Historical,EV stock,Cars,PHEV,2020,Vehicles,15000
Austria,Historical,EV sales share,Cars,EV,2020,percent,9.5
Austria,Historical,EV stock share,Cars,EV,2020,percent,1.2000000476837158
Austria,Historical,EV stock share,Cars,EV,2021,percent,2.0999999046325684
Austria,Historical,EV sales share,Cars,EV,2021,percent,20
Austria,Historical,EV stock,Cars,PHEV,2021,Vehicles,29000
Austria,Historical,EV sales,Cars,PHEV,2021,Vehicles,15000
Austria,Historical,EV stock,Cars,BEV,2021,Vehicles,77000
Austria,Historical,EV sales,Cars,BEV,2021,Vehicles,33000
Austria,Historical,EV sales,Cars,BEV,2022,Vehicles,34000
Austria,Historical,EV stock,Cars,BEV,2022,Vehicles,110000
Austria,Historical,EV sales,Cars,PHEV,2022,Vehicles,13000
Austria,Historical,EV stock,Cars,PHEV,2022,Vehicles,42000
Austria,Historical,EV sales share,Cars,EV,2022,percent,22
Austria,Historical,EV stock share,Cars,EV,2022,percent,3
Belgium,Historical,EV sales,Cars,BEV,2010,Vehicles,48
Belgium,Historical,EV stock,Cars,BEV,2010,Vehicles,61
Belgium,Historical,EV sales share,Cars,EV,2010,percent,0.009999999776482582
Belgium,Historical,EV stock share,Cars,EV,2010,percent,0.0013000000035390258
Belgium,Historical,EV stock,Cars,PHEV,2010,Vehicles,9
Belgium,Historical,EV sales,Cars,PHEV,2010,Vehicles,8
Belgium,Historical,EV sales,Cars,PHEV,2011,Vehicles,16
Belgium,Historical,EV stock,Cars,PHEV,2011,Vehicles,26
Belgium,Historical,EV stock share,Cars,EV,2011,percent,0.006399999838322401
Belgium,Historical,EV sales share,Cars,EV,2011,percent,0.052000001072883606
Belgium,Historical,EV stock,Cars,BEV,2011,Vehicles,320
Belgium,Historical,EV sales,Cars,BEV,2011,Vehicles,280
Belgium,Historical,EV sales,Cars,BEV,2012,Vehicles,570
Belgium,Historical,EV sales share,Cars,EV,2012,percent,0.1899999976158142
Belgium,Historical,EV stock share,Cars,EV,2012,percent,0.02199999988079071
Belgium,Historical,EV stock,Cars,PHEV,2012,Vehicles,350
Belgium,Historical,EV stock,Cars,BEV,2012,Vehicles,830
Belgium,Historical,EV sales,Cars,PHEV,2012,Vehicles,340
Belgium,Historical,EV sales,Cars,PHEV,2013,Vehicles,60
Belgium,Historical,EV stock,Cars,BEV,2013,Vehicles,1200
Belgium,Historical,EV stock,Cars,PHEV,2013,Vehicles,590
Belgium,Historical,EV stock share,Cars,EV,2013,percent,0.032999999821186066
Belgium,Historical,EV sales share,Cars,EV,2013,percent,0.11999999731779099
Belgium,Historical,EV sales,Cars,BEV,2013,Vehicles,500
Belgium,Historical,EV sales,Cars,BEV,2014,Vehicles,1300
Belgium,Historical,EV sales share,Cars,EV,2014,percent,0.4099999964237213
Belgium,Historical,EV stock share,Cars,EV,2014,percent,0.06700000166893005
Belgium,Historical,EV stock,Cars,PHEV,2014,Vehicles,1500
Belgium,Historical,EV stock,Cars,BEV,2014,Vehicles,2200
Belgium,Historical,EV sales,Cars,PHEV,2014,Vehicles,650
Belgium,Historical,EV sales,Cars,PHEV,2015,Vehicles,2500
Belgium,Historical,EV stock,Cars,BEV,2015,Vehicles,3300
Belgium,Historical,EV stock,Cars,PHEV,2015,Vehicles,3800
Belgium,Historical,EV stock share,Cars,EV,2015,percent,0.12999999523162842
Belgium,Historical,EV sales share,Cars,EV,2015,percent,0.7699999809265137
Belgium,Historical,EV sales,Cars,BEV,2015,Vehicles,1400
Belgium,Historical,EV sales,Cars,BEV,2016,Vehicles,2100
Belgium,Historical,EV sales share,Cars,EV,2016,percent,1.7000000476837158
Belgium,Historical,EV stock share,Cars,EV,2016,percent,0.28999999165534973
Belgium,Historical,EV stock,Cars,PHEV,2016,Vehicles,11000
Belgium,Historical,EV stock,Cars,BEV,2016,Vehicles,5200
Belgium,Historical,EV sales,Cars,PHEV,2016,Vehicles,7100
Belgium,Historical,EV sales,Cars,PHEV,2017,Vehicles,12000
Belgium,Historical,EV stock,Cars,BEV,2017,Vehicles,7500
Belgium,Historical,EV stock,Cars,PHEV,2017,Vehicles,23000
Belgium,Historical,EV stock share,Cars,EV,2017,percent,0.5299999713897705
Belgium,Historical,EV sales share,Cars,EV,2017,percent,2.5999999046325684
Belgium,Historical,EV sales,Cars,BEV,2017,Vehicles,2700
Belgium,Historical,EV sales,Cars,BEV,2018,Vehicles,3600
Belgium,Historical,EV sales share,Cars,EV,2018,percent,2.4000000953674316
Belgium,Historical,EV stock share,Cars,EV,2018,percent,0.75
Belgium,Historical,EV stock,Cars,PHEV,2018,Vehicles,33000
Belgium,Historical,EV stock,Cars,BEV,2018,Vehicles,11000
Belgium,Historical,EV sales,Cars,PHEV,2018,Vehicles,9600
Belgium,Historical,EV sales,Cars,PHEV,2019,Vehicles,8900
Belgium,Historical,EV stock,Cars,BEV,2019,Vehicles,19000
Belgium,Historical,EV stock,Cars,PHEV,2019,Vehicles,41000
Belgium,Historical,EV stock share,Cars,EV,2019,percent,1
Belgium,Historical,EV sales share,Cars,EV,2019,percent,3.200000047683716
Belgium,Historical,EV sales,Cars,BEV,2019,Vehicles,8800
Belgium,Historical,EV sales,Cars,BEV,2020,Vehicles,15000
Belgium,Historical,EV sales share,Cars,EV,2020,percent,11
Belgium,Historical,EV stock share,Cars,EV,2020,percent,1.7999999523162842
Belgium,Historical,EV stock,Cars,PHEV,2020,Vehicles,73000
Belgium,Historical,EV stock,Cars,BEV,2020,Vehicles,32000
Belgium,Historical,EV sales,Cars,PHEV,2020,Vehicles,32000
Belgium,Historical,EV sales,Cars,PHEV,2021,Vehicles,48000
Belgium,Historical,EV stock,Cars,BEV,2021,Vehicles,52000
Belgium,Historical,EV stock,Cars,PHEV,2021,Vehicles,120000
Belgium,Historical,EV stock share,Cars,EV,2021,percent,3
Belgium,Historical,EV sales share,Cars,EV,2021,percent,18
Belgium,Historical,EV sales,Cars,BEV,2021,Vehicles,23000
Belgium,Historical,EV sales,Cars,BEV,2022,Vehicles,38000
Belgium,Historical,EV sales share,Cars,EV,2022,percent,26
Belgium,Historical,EV stock share,Cars,EV,2022,percent,4.5
Belgium,Historical,EV stock,Cars,PHEV,2022,Vehicles,180000
Belgium,Historical,EV stock,Cars,BEV,2022,Vehicles,90000
Belgium,Historical,EV sales,Cars,PHEV,2022,Vehicles,59000
Brazil,Historical,EV sales,Cars,BEV,2012,Vehicles,74
Brazil,Historical,EV sales,Cars,PHEV,2012,Vehicles,18
Brazil,Historical,EV sales share,Cars,EV,2012,percent,0.003000000026077032
Brazil,Historical,EV sales share,Cars,EV,2013,percent,0.005499999970197678
Brazil,Historical,EV sales,Cars,PHEV,2013,Vehicles,33
Brazil,Historical,EV sales,Cars,BEV,2013,Vehicles,130
Brazil,Historical,EV sales,Cars,BEV,2014,Vehicles,61
Brazil,Historical,EV stock,Cars,BEV,2014,Vehicles,61
Brazil,Historical,EV sales share,Cars,EV,2014,percent,0.002199999988079071
Brazil,Historical,EV stock share,Cars,EV,2014,percent,0.00018000000272877514
Brazil,Historical,EV stock share,Cars,EV,2015,percent,0.0004199999966658652
Brazil,Historical,EV sales share,Cars,EV,2015,percent,0.004100000020116568
Brazil,Historical,EV stock,Cars,BEV,2015,Vehicles,120
Brazil,Historical,EV sales,Cars,PHEV,2015,Vehicles,28
Brazil,Historical,EV sales,Cars,BEV,2015,Vehicles,59
Brazil,Historical,EV stock,Cars,PHEV,2015,Vehicles,28
Brazil,Historical,EV stock,Cars,PHEV,2016,Vehicles,75
Brazil,Historical,EV sales,Cars,BEV,2016,Vehicles,130
Brazil,Historical,EV sales,Cars,PHEV,2016,Vehicles,47
Brazil,Historical,EV stock,Cars,BEV,2016,Vehicles,250
Brazil,Historical,EV sales share,Cars,EV,2016,percent,0.009999999776482582
Brazil,Historical,EV stock share,Cars,EV,2016,percent,0.000910000002477318
Brazil,Historical,EV stock share,Cars,EV,2017,percent,0.0019000000320374966
Brazil,Historical,EV sales share,Cars,EV,2017,percent,0.01899999938905239
Brazil,Historical,EV stock,Cars,BEV,2017,Vehicles,320
Brazil,Historical,EV sales,Cars,PHEV,2017,Vehicles,290
Brazil,Historical,EV sales,Cars,BEV,2017,Vehicles,25
Brazil,Historical,EV stock,Cars,PHEV,2017,Vehicles,360
Brazil,Historical,EV stock,Cars,PHEV,2018,Vehicles,700
Brazil,Historical,EV sales,Cars,BEV,2018,Vehicles,66
Brazil,Historical,EV sales,Cars,PHEV,2018,Vehicles,230
Brazil,Historical,EV stock,Cars,BEV,2018,Vehicles,350
Brazil,Historical,EV sales share,Cars,EV,2018,percent,0.014000000432133675
Brazil,Historical,EV stock share,Cars,EV,2018,percent,0.00279999990016222
Brazil,Historical,EV stock share,Cars,EV,2019,percent,0.007799999788403511
Brazil,Historical,EV sales share,Cars,EV,2019,percent,0.08399999886751175
Brazil,Historical,EV stock,Cars,BEV,2019,Vehicles,890
Brazil,Historical,EV sales,Cars,PHEV,2019,Vehicles,1400
Brazil,Historical,EV sales,Cars,BEV,2019,Vehicles,540
Brazil,Historical,EV stock,Cars,PHEV,2019,Vehicles,2100
Brazil,Historical,EV stock,Cars,PHEV,2020,Vehicles,3800
Brazil,Historical,EV sales,Cars,BEV,2020,Vehicles,680
Brazil,Historical,EV sales,Cars,PHEV,2020,Vehicles,1800
Brazil,Historical,EV stock,Cars,BEV,2020,Vehicles,1600
Brazil,Historical,EV sales share,Cars,EV,2020,percent,0.15000000596046448
Brazil,Historical,EV stock share,Cars,EV,2020,percent,0.014000000432133675
Brazil,Historical,EV stock share,Cars,EV,2021,percent,0.050999999046325684
Brazil,Historical,EV sales share,Cars,EV,2021,percent,0.7400000095367432
Brazil,Historical,EV stock,Cars,BEV,2021,Vehicles,4400
Brazil,Historical,EV sales,Cars,PHEV,2021,Vehicles,11000
Brazil,Historical,EV sales,Cars,BEV,2021,Vehicles,2900
Brazil,Historical,EV stock,Cars,PHEV,2021,Vehicles,15000
Brazil,Historical,EV stock,Cars,PHEV,2022,Vehicles,26000
Brazil,Historical,EV sales,Cars,BEV,2022,Vehicles,8500
Brazil,Historical,EV sales,Cars,PHEV,2022,Vehicles,10000
Brazil,Historical,EV stock,Cars,BEV,2022,Vehicles,13000
Brazil,Historical,EV sales share,Cars,EV,2022,percent,0.9800000190734863
Brazil,Historical,EV stock share,Cars,EV,2022,percent,0.09799999743700027
Canada,Historical,EV sales share,Cars,EV,2011,percent,0.04100000113248825
Canada,Historical,EV stock share,Cars,EV,2011,percent,0.00279999990016222
Canada,Historical,EV sales,Cars,BEV,2011,Vehicles,220
Canada,Historical,EV stock,Cars,BEV,2011,Vehicles,250
Canada,Historical,EV sales,Cars,PHEV,2011,Vehicles,300
Canada,Historical,EV stock,Cars,PHEV,2011,Vehicles,300
Canada,Historical,EV stock,Cars,PHEV,2012,Vehicles,1600
Canada,Historical,EV sales,Cars,PHEV,2012,Vehicles,1300
Canada,Historical,EV stock,Cars,BEV,2012,Vehicles,830
Canada,Historical,EV sales,Cars,BEV,2012,Vehicles,620
Canada,Historical,EV stock share,Cars,EV,2012,percent,0.012000000104308128
Canada,Historical,EV sales share,Cars,EV,2012,percent,0.14000000059604645
Canada,Historical,EV sales share,Cars,EV,2013,percent,0.20999999344348907
Canada,Historical,EV stock share,Cars,EV,2013,percent,0.027000000700354576
Canada,Historical,EV sales,Cars,BEV,2013,Vehicles,1600
Canada,Historical,EV stock,Cars,BEV,2013,Vehicles,2400
Canada,Historical,EV sales,Cars,PHEV,2013,Vehicles,1500
Canada,Historical,EV stock,Cars,PHEV,2013,Vehicles,3100
Canada,Historical,EV stock,Cars,PHEV,2014,Vehicles,5300
Canada,Historical,EV sales,Cars,PHEV,2014,Vehicles,2300
Canada,Historical,EV stock,Cars,BEV,2014,Vehicles,5400
Canada,Historical,EV sales,Cars,BEV,2014,Vehicles,2800
Canada,Historical,EV stock share,Cars,EV,2014,percent,0.052000001072883606
Canada,Historical,EV sales share,Cars,EV,2014,percent,0.33000001311302185
Canada,Historical,EV sales share,Cars,EV,2015,percent,0.4300000071525574
Canada,Historical,EV stock share,Cars,EV,2015,percent,0.08500000089406967
Canada,Historical,EV sales,Cars,BEV,2015,Vehicles,4400
Canada,Historical,EV stock,Cars,BEV,2015,Vehicles,9900
Canada,Historical,EV sales,Cars,PHEV,2015,Vehicles,2400
Canada,Historical,EV stock,Cars,PHEV,2015,Vehicles,7700
Canada,Historical,EV stock,Cars,PHEV,2016,Vehicles,14000
Canada,Historical,EV sales,Cars,PHEV,2016,Vehicles,6400
Canada,Historical,EV stock,Cars,BEV,2016,Vehicles,15000
Canada,Historical,EV sales,Cars,BEV,2016,Vehicles,5200
Canada,Historical,EV stock share,Cars,EV,2016,percent,0.14000000059604645
Canada,Historical,EV sales share,Cars,EV,2016,percent,0.7200000286102295
Canada,Historical,EV sales share,Cars,EV,2017,percent,0.9900000095367432
Canada,Historical,EV stock share,Cars,EV,2017,percent,0.20999999344348907
Canada,Historical,EV sales,Cars,BEV,2017,Vehicles,8700
Canada,Historical,EV stock,Cars,BEV,2017,Vehicles,25000
Canada,Historical,EV sales,Cars,PHEV,2017,Vehicles,8000
Canada,Historical,EV stock,Cars,PHEV,2017,Vehicles,22000
Canada,Historical,EV stock,Cars,PHEV,2018,Vehicles,42000
Canada,Historical,EV sales,Cars,PHEV,2018,Vehicles,21000
Canada,Historical,EV stock,Cars,BEV,2018,Vehicles,45000
Canada,Historical,EV sales,Cars,BEV,2018,Vehicles,23000
Canada,Historical,EV stock share,Cars,EV,2018,percent,0.3799999952316284
Canada,Historical,EV sales share,Cars,EV,2018,percent,2.700000047683716
Canada,Historical,EV sales share,Cars,EV,2019,percent,3.200000047683716
Canada,Historical,EV stock share,Cars,EV,2019,percent,0.5899999737739563
Canada,Historical,EV sales,Cars,BEV,2019,Vehicles,32000
Canada,Historical,EV stock,Cars,BEV,2019,Vehicles,76000
Canada,Historical,EV sales,Cars,PHEV,2019,Vehicles,19000
Canada,Historical,EV stock,Cars,PHEV,2019,Vehicles,60000
Canada,Historical,EV stock,Cars,PHEV,2020,Vehicles,73000
Canada,Historical,EV sales,Cars,PHEV,2020,Vehicles,14000
Canada,Historical,EV stock,Cars,BEV,2020,Vehicles,110000
Canada,Historical,EV sales,Cars,BEV,2020,Vehicles,37000
Canada,Historical,EV stock share,Cars,EV,2020,percent,0.7300000190734863
Canada,Historical,EV sales share,Cars,EV,2020,percent,4.099999904632568
Canada,Historical,EV sales share,Cars,EV,2021,percent,6.5
Canada,Historical,EV stock share,Cars,EV,2021,percent,1.2000000476837158
Canada,Historical,EV sales,Cars,BEV,2021,Vehicles,59000
Canada,Historical,EV stock,Cars,BEV,2021,Vehicles,160000
Canada,Historical,EV sales,Cars,PHEV,2021,Vehicles,28000
Canada,Historical,EV stock,Cars,PHEV,2021,Vehicles,100000
Canada,Historical,EV stock,Cars,PHEV,2022,Vehicles,130000
Canada,Historical,EV sales,Cars,PHEV,2022,Vehicles,29000
Canada,Historical,EV stock,Cars,BEV,2022,Vehicles,250000
Canada,Historical,EV sales,Cars,BEV,2022,Vehicles,85000
Canada,Historical,EV stock share,Cars,EV,2022,percent,1.600000023841858
Canada,Historical,EV sales share,Cars,EV,2022,percent,9.399999618530273
Chile,Historical,EV sales share,Cars,EV,2011,percent,0.002400000113993883
Chile,Historical,EV stock share,Cars,EV,2011,percent,0.0002699999895412475
Chile,Historical,EV sales,Cars,BEV,2011,Vehicles,6
Chile,Historical,EV stock,Cars,BEV,2011,Vehicles,6
Chile,Historical,EV stock,Cars,BEV,2012,Vehicles,11
Chile,Historical,EV sales,Cars,BEV,2012,Vehicles,5
Chile,Historical,EV stock share,Cars,EV,2012,percent,0.00046999999904073775
Chile,Historical,EV sales share,Cars,EV,2012,percent,0.0020000000949949026
Chile,Historical,EV sales share,Cars,EV,2013,percent,0.0019000000320374966
Chile,Historical,EV stock share,Cars,EV,2013,percent,0.0006399999838322401
Chile,Historical,EV sales,Cars,BEV,2013,Vehicles,5
Chile,Historical,EV stock,Cars,BEV,2013,Vehicles,16
Chile,Historical,EV stock,Cars,BEV,2014,Vehicles,19
Chile,Historical,EV sales,Cars,PHEV,2014,Vehicles,14
Chile,Historical,EV sales,Cars,BEV,2014,Vehicles,3
Chile,Historical,EV stock,Cars,PHEV,2014,Vehicles,14
Chile,Historical,EV stock share,Cars,EV,2014,percent,0.0012000000569969416
Chile,Historical,EV sales share,Cars,EV,2014,percent,0.0071000000461936
Chile,Historical,EV sales share,Cars,EV,2015,percent,0.01899999938905239
Chile,Historical,EV stock share,Cars,EV,2015,percent,0.0024999999441206455
Chile,Historical,EV stock,Cars,PHEV,2015,Vehicles,37
Chile,Historical,EV sales,Cars,BEV,2015,Vehicles,13
Chile,Historical,EV sales,Cars,PHEV,2015,Vehicles,23
Chile,Historical,EV stock,Cars,BEV,2015,Vehicles,32
Chile,Historical,EV stock,Cars,BEV,2016,Vehicles,54
Chile,Historical,EV sales,Cars,PHEV,2016,Vehicles,9
Chile,Historical,EV sales,Cars,BEV,2016,Vehicles,22
Chile,Historical,EV stock,Cars,PHEV,2016,Vehicles,46
Chile,Historical,EV stock share,Cars,EV,2016,percent,0.0035000001080334187
Chile,Historical,EV sales share,Cars,EV,2016,percent,0.014999999664723873
Chile,Historical,EV sales share,Cars,EV,2017,percent,0.061000000685453415
Chile,Historical,EV stock share,Cars,EV,2017,percent,0.007899999618530273
Chile,Historical,EV stock,Cars,PHEV,2017,Vehicles,61
Chile,Historical,EV sales,Cars,BEV,2017,Vehicles,120
Chile,Historical,EV sales,Cars,PHEV,2017,Vehicles,15
Chile,Historical,EV stock,Cars,BEV,2017,Vehicles,170
Chile,Historical,EV stock,Cars,BEV,2018,Vehicles,280
Chile,Historical,EV sales,Cars,PHEV,2018,Vehicles,68
Chile,Historical,EV sales,Cars,BEV,2018,Vehicles,110
Chile,Historical,EV stock,Cars,PHEV,2018,Vehicles,130
Chile,Historical,EV stock share,Cars,EV,2018,percent,0.013000000268220901
Chile,Historical,EV sales share,Cars,EV,2018,percent,0.07199999690055847
Chile,Historical,EV sales share,Cars,EV,2019,percent,0.14000000059604645
Chile,Historical,EV stock share,Cars,EV,2019,percent,0.019999999552965164
Chile,Historical,EV stock,Cars,PHEV,2019,Vehicles,210
Chile,Historical,EV sales,Cars,BEV,2019,Vehicles,160
Chile,Historical,EV sales,Cars,PHEV,2019,Vehicles,140
Chile,Historical,EV stock,Cars,BEV,2019,Vehicles,440
Chile,Historical,EV stock,Cars,BEV,2020,Vehicles,550
Chile,Historical,EV sales,Cars,PHEV,2020,Vehicles,79
Chile,Historical,EV sales,Cars,BEV,2020,Vehicles,110
Chile,Historical,EV stock,Cars,PHEV,2020,Vehicles,290
Chile,Historical,EV stock share,Cars,EV,2020,percent,0.026000000536441803
Chile,Historical,EV sales share,Cars,EV,2020,percent,0.1599999964237213
Chile,Historical,EV sales share,Cars,EV,2021,percent,0.1899999976158142
Chile,Historical,EV stock share,Cars,EV,2021,percent,0.041999999433755875
Chile,Historical,EV stock,Cars,PHEV,2021,Vehicles,590
Chile,Historical,EV sales,Cars,BEV,2021,Vehicles,270
Chile,Historical,EV sales,Cars,PHEV,2021,Vehicles,300
Chile,Historical,EV stock,Cars,BEV,2021,Vehicles,820
Chile,Historical,EV stock,Cars,BEV,2022,Vehicles,1700
Chile,Historical,EV sales,Cars,PHEV,2022,Vehicles,620
Chile,Historical,EV sales,Cars,BEV,2022,Vehicles,880
Chile,Historical,EV stock,Cars,PHEV,2022,Vehicles,1200
Chile,Historical,EV stock share,Cars,EV,2022,percent,0.0820000022649765
